record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-DEA-HOR-6242,TRIOBP,horse,Equus caballus,deafness,15,0.8256,0.3646,2,0.0529,0.6203,0.0669,0.1107,0.0637,2,0.8,0,0,Glycolysis,0
GB-SPI-HOR-0804,NOGO,horse,Equus caballus,spinal_cord_injury,10,0.7218,0.3843,8,0.6926,0.6491,0.2588,0.5069,0.2112,1,0.8,0,0,Oxidative phosphorylation,0
GB-DEA-SHE-5847,GJB2,sheep,Ovis aries,deafness,17,0.8162,0.3408,1,0.215,0.6322,0.3232,0.3408,0.1302,0,0.82,0,0,Calcium signaling,0
GB-PAR-PIG-3645,HTRA2,pig,Sus scrofa,parkinsons,4,0.8155,0.8785,13,0.7439,0.6612,0.7845,0.7386,0.5931,4,0.84,0,0,mTOR,1
GB-RET-BAB-2454,GUCY2D,baboon,Papio anubis,retinal_degeneration,3,0.9129,0.1904,3,0.3111,0.6944,0.1833,0.1988,0.5346,3,0.94,0,0,Hippo signaling,0
GB-ALS-PIG-4598,UBQLN2,pig,Sus scrofa,als,X,0.8763,0.2319,3,0.0483,0.7323,0.1528,0.1719,0.0657,3,0.84,0,0,cAMP signaling,0
GB-HEA-SHE-3104,MYL3,sheep,Ovis aries,heart_disease,14,0.908,0.7967,24,0.6498,0.6749,0.8536,0.7024,0.7209,3,0.82,0,0,TGF-beta,1
GB-ALS-SHE-4875,UBQLN2,sheep,Ovis aries,als,4,0.8049,0.5776,20,0.911,0.6054,0.89,0.7905,0.4466,2,0.82,0,0,JAK-STAT,1
GB-DEA-BAB-5959,STRC,baboon,Papio anubis,deafness,16,0.9384,0.7944,12,0.5589,0.7505,0.8427,0.6504,0.3573,6,0.94,0,0,PI3K-Akt,1
GB-SPI-MOU-0200,BDNF,mouse,Mus musculus,spinal_cord_injury,15,0.8218,0.5867,16,0.7244,0.6205,0.745,0.6869,0.5328,7,0.85,1,1,TGF-beta,1
GB-DEA-HOR-6278,ACTG1,horse,Equus caballus,deafness,19,0.8856,0.2061,5,0.2242,0.7099,0.0752,0.5244,0.2675,1,0.8,0,0,Notch signaling,0
GB-HEA-SHE-3099,TPM1,sheep,Ovis aries,heart_disease,9,0.9709,0.8229,14,0.6573,0.735,0.7775,0.9727,0.5187,5,0.82,0,0,Calcium signaling,1
GB-DEA-HOR-6184,GJB2,horse,Equus caballus,deafness,19,0.9483,0.8683,13,0.8251,0.7096,0.9661,0.7669,0.4431,7,0.8,0,0,mTOR,1
GB-RET-SHE-2278,RPE65,sheep,Ovis aries,retinal_degeneration,12,0.7668,0.4191,6,0.6047,0.6459,0.3135,0.3567,0.0677,0,0.82,0,0,Autophagy,0
GB-HEA-HOR-3561,ANK2,horse,Equus caballus,heart_disease,17,0.8297,0.0833,1,0.6328,0.6371,0.3038,0.2132,0.477,3,0.8,0,0,mTOR,0
GB-DEA-SHE-5892,COCH,sheep,Ovis aries,deafness,21,0.7959,0.373,3,0.3293,0.5942,0.0966,0.0884,0.0339,0,0.82,0,0,PI3K-Akt,0
GB-PAR-HOR-4474,HTRA2,horse,Equus caballus,parkinsons,3,0.762,0.3497,3,0.2429,0.6066,0.2525,0.3033,0.1468,2,0.8,0,0,mTOR,0
GB-DIA-PIG-6432,INSR,pig,Sus scrofa,diabetes,2,0.99,0.4306,4,0.3061,0.7453,0.5815,0.2356,0.1659,3,0.84,0,0,Glycolysis,0
GB-ALS-PIG-4514,SQSTM1,pig,Sus scrofa,als,14,0.7705,0.7217,24,0.6178,0.6874,0.6426,0.747,0.5473,5,0.84,0,0,MAPK signaling,1
GB-DEA-SHE-5794,OTOF,sheep,Ovis aries,deafness,16,0.8412,0.7329,15,0.8599,0.6769,0.6661,0.8305,0.6162,6,0.82,0,0,mTOR,1
GB-SPI-SHE-0391,CNTF,sheep,Ovis aries,spinal_cord_injury,12,0.99,0.9343,25,0.584,0.8024,0.9063,0.3967,0.7434,5,0.82,0,0,Notch signaling,1
GB-DIA-SHE-6736,INSR,sheep,Ovis aries,diabetes,9,0.8354,0.4157,2,0.2726,0.632,0.2631,0.401,0.1332,2,0.82,0,0,Wnt signaling,0
GB-DEA-MOU-5618,GJB2,mouse,Mus musculus,deafness,14,0.99,0.7981,17,0.7784,0.6654,0.9659,0.642,0.5878,4,0.85,0,0,Calcium signaling,1
GB-ALS-HOR-5258,TARDBP,horse,Equus caballus,als,12,0.7784,0.7947,13,0.6866,0.6304,0.8671,0.7629,0.2931,6,0.8,0,0,NF-kB,1
GB-MUS-BAB-1495,TRIM32,baboon,Papio anubis,muscular_dystrophy,16,0.956,0.8202,31,0.8874,0.7694,0.9328,0.542,0.6356,3,0.94,0,0,Calcium signaling,1
GB-RET-HOR-2695,RPGRIP1,horse,Equus caballus,retinal_degeneration,22,0.8585,0.4648,7,0.1759,0.6936,0.0251,0.3267,0.5162,1,0.8,0,0,Hedgehog,0
GB-RET-MOU-2027,NRL,mouse,Mus musculus,retinal_degeneration,18,0.8579,0.7192,28,0.4905,0.6727,0.9197,0.7902,0.551,2,0.85,0,0,Notch signaling,1
GB-ALS-HOR-5248,TARDBP,horse,Equus caballus,als,11,0.7244,0.8527,35,0.5664,0.5791,0.8604,0.8654,0.2653,5,0.8,0,0,Oxidative phosphorylation,1
GB-DEA-PIG-5463,MYO15A,pig,Sus scrofa,deafness,22,0.7932,0.407,4,0.1762,0.6149,0.1587,0.1044,0.2513,0,0.84,0,0,TGF-beta,0
GB-RET-HOR-2568,LRAT,horse,Equus caballus,retinal_degeneration,X,0.8562,0.7532,26,0.7094,0.746,0.7212,0.6393,0.8577,4,0.8,1,1,Calcium signaling,1
GB-SPI-PIG-0064,CNTF,pig,Sus scrofa,spinal_cord_injury,19,0.8612,0.3322,5,0.4763,0.741,0.3892,0.3149,0.7906,3,0.84,0,0,JAK-STAT,0
GB-PAR-MOU-3884,FBXO7,mouse,Mus musculus,parkinsons,7,0.9774,0.26,6,0.2026,0.7577,0.2293,0.5588,0.222,0,0.85,0,0,NF-kB,0
GB-RET-MOU-2062,GUCY2D,mouse,Mus musculus,retinal_degeneration,14,0.8123,0.178,3,0.269,0.6847,0.4083,0.3359,0.421,0,0.85,0,0,FoxO signaling,0
GB-ALS-HOR-5276,VCP,horse,Equus caballus,als,4,0.7242,0.7283,27,0.7956,0.517,0.7438,0.9054,0.3156,3,0.8,0,0,Autophagy,1
GB-SPI-SHE-0492,NOGO,sheep,Ovis aries,spinal_cord_injury,20,0.906,0.2956,4,0.4784,0.6912,0.3314,0.3957,0.2336,0,0.82,0,0,cAMP signaling,0
GB-SPI-SHE-0379,KLF4,sheep,Ovis aries,spinal_cord_injury,21,0.8707,0.6256,29,0.6729,0.7185,0.6991,0.7896,0.7262,7,0.82,1,0,Calcium signaling,1
GB-DIA-PIG-6331,ADIPOQ,pig,Sus scrofa,diabetes,18,0.9459,0.8245,24,0.5156,0.7777,0.606,0.4292,0.8116,4,0.84,0,0,Hippo signaling,1
GB-ALS-MOU-4859,TARDBP,mouse,Mus musculus,als,19,0.99,0.1192,4,0.1817,0.784,0.0754,0.2204,0.4374,1,0.85,0,0,MAPK signaling,0
GB-DIA-PIG-6360,LEP,pig,Sus scrofa,diabetes,17,0.9558,0.6983,21,0.8114,0.7643,0.6941,0.5251,0.6637,4,0.84,1,1,Notch signaling,1
GB-PAR-SHE-3993,LRRK2,sheep,Ovis aries,parkinsons,18,0.8253,0.7037,17,0.6424,0.6324,0.9833,0.7599,0.607,3,0.82,0,0,JAK-STAT,1
GB-ALS-SHE-4887,SQSTM1,sheep,Ovis aries,als,9,0.8189,0.7307,19,0.8323,0.6805,0.831,0.5815,0.8861,3,0.82,1,1,TGF-beta,1
GB-MUS-PIG-1076,SGCD,pig,Sus scrofa,muscular_dystrophy,4,0.8464,0.3256,1,0.1969,0.6617,0.208,0.2692,0.2004,3,0.84,0,0,mTOR,0
GB-SPI-HOR-0878,BDNF,horse,Equus caballus,spinal_cord_injury,3,0.827,0.371,3,0.1973,0.7098,0.4561,0.3485,0.1232,0,0.8,0,0,TGF-beta,0
GB-SPI-MOU-0337,CNTF,mouse,Mus musculus,spinal_cord_injury,Y,0.8356,0.0839,3,0.0894,0.7341,0.2417,0.2414,0.4062,3,0.85,0,0,Wnt signaling,0
GB-DIA-BAB-6863,INSR,baboon,Papio anubis,diabetes,7,0.9318,0.5947,16,0.915,0.7782,0.7177,0.2659,0.7467,5,0.94,0,0,Notch signaling,1
GB-DIA-PIG-6439,TCF7L2,pig,Sus scrofa,diabetes,22,0.9505,0.4215,7,0.1104,0.7485,0.3934,0.543,0.0649,1,0.84,0,0,Wnt signaling,0
GB-MUS-PIG-1016,LARGE1,pig,Sus scrofa,muscular_dystrophy,8,0.8331,0.0998,2,0.2829,0.6825,0.2239,0.3546,0.2482,3,0.84,0,0,NF-kB,0
GB-MUS-SHE-1275,AGRN,sheep,Ovis aries,muscular_dystrophy,5,0.9204,0.8047,17,0.7898,0.7321,0.7132,0.5489,0.7391,6,0.82,0,0,NF-kB,1
GB-PAR-MOU-3798,FBXO7,mouse,Mus musculus,parkinsons,10,0.8997,0.8968,24,0.6604,0.6486,0.9292,0.8753,0.1976,4,0.85,1,1,Notch signaling,1
GB-ALS-PIG-4551,FUS,pig,Sus scrofa,als,Y,0.8799,0.7198,12,0.6215,0.7108,0.8785,0.5382,0.6203,3,0.84,0,0,Wnt signaling,1
GB-HEA-BAB-3342,MYBPC3,baboon,Papio anubis,heart_disease,20,0.99,0.4577,4,0.3538,0.7969,0.6168,0.4541,0.2641,2,0.94,0,0,mTOR,0
GB-ALS-SHE-4911,SQSTM1,sheep,Ovis aries,als,19,0.7176,0.7483,24,0.8248,0.6083,0.8128,0.7431,0.8265,3,0.82,0,0,mTOR,1
GB-DIA-PIG-6413,INS,pig,Sus scrofa,diabetes,4,0.99,0.2632,1,0.2889,0.835,0.193,0.533,0.0696,3,0.84,0,0,cAMP signaling,0
GB-MUS-PIG-0995,SGCG,pig,Sus scrofa,muscular_dystrophy,3,0.8108,0.3681,4,0.2,0.6873,0.1609,0.1624,0.4613,1,0.84,0,0,DNA repair,0
GB-RET-MOU-1981,CNGA3,mouse,Mus musculus,retinal_degeneration,17,0.7952,0.6901,19,0.4346,0.6276,0.7386,0.9089,0.6413,7,0.85,0,0,Hedgehog,1
GB-PAR-BAB-4297,VPS35,baboon,Papio anubis,parkinsons,1,0.99,0.3601,1,0.4724,0.7395,0.1115,0.2086,0.142,2,0.94,0,0,cAMP signaling,0
GB-SPI-PIG-0161,NT3,pig,Sus scrofa,spinal_cord_injury,22,0.7941,0.2235,9,0.398,0.6223,0.0629,0.406,0.218,2,0.84,0,0,Wnt signaling,0
GB-DEA-MOU-5675,GJB2,mouse,Mus musculus,deafness,22,0.99,0.2196,3,0.5365,0.8041,0.2878,0.0825,0.3333,2,0.85,0,0,NF-kB,0
GB-DIA-BAB-6873,HNF1A,baboon,Papio anubis,diabetes,1,0.9211,0.74,14,0.9056,0.818,0.9642,0.7989,0.5871,6,0.94,0,0,Autophagy,1
GB-DIA-MOU-6545,TCF7L2,mouse,Mus musculus,diabetes,10,0.9739,0.6698,23,0.9457,0.8438,0.9058,0.65,0.6211,5,0.85,1,1,Oxidative phosphorylation,1
GB-ALS-MOU-4798,OPTN,mouse,Mus musculus,als,20,0.9039,0.0965,4,0.3537,0.7154,0.1743,0.1844,0.3316,3,0.85,0,0,Hedgehog,0
GB-MUS-BAB-1500,SGCA,baboon,Papio anubis,muscular_dystrophy,9,0.8796,0.0827,10,0.1348,0.6759,0.0708,0.197,0.1133,1,0.94,0,0,Wnt signaling,0
GB-PAR-MOU-3843,TMEM230,mouse,Mus musculus,parkinsons,13,0.9829,0.7518,11,0.4272,0.7562,0.6703,0.7741,0.4325,2,0.85,1,0,PI3K-Akt,1
GB-ALS-HOR-5225,TBK1,horse,Equus caballus,als,5,0.8348,0.916,41,0.5344,0.6569,0.9268,0.7769,0.4775,5,0.8,1,1,Notch signaling,1
GB-RET-HOR-2613,GUCY2D,horse,Equus caballus,retinal_degeneration,12,0.924,0.1282,9,0.708,0.7266,0.2756,0.2664,0.3798,1,0.8,0,0,NF-kB,0
GB-HEA-HOR-3461,MYBPC3,horse,Equus caballus,heart_disease,7,0.7844,0.6099,34,0.8703,0.6233,0.4311,0.7671,0.7246,3,0.8,1,0,MAPK signaling,1
GB-MUS-PIG-1021,SGCD,pig,Sus scrofa,muscular_dystrophy,21,0.8474,0.4124,6,0.083,0.6569,0.0588,0.4716,0.5373,3,0.84,0,0,PI3K-Akt,0
GB-HEA-SHE-3073,KCNQ1,sheep,Ovis aries,heart_disease,21,0.9294,0.9736,14,0.882,0.7696,0.6759,0.6974,0.6209,3,0.82,1,0,mTOR,1
GB-PAR-MOU-3943,VPS35,mouse,Mus musculus,parkinsons,18,0.9842,0.1472,6,0.4263,0.7245,0.3975,0.4203,0.4228,2,0.85,0,0,Autophagy,0
GB-MUS-BAB-1585,SGCD,baboon,Papio anubis,muscular_dystrophy,X,0.9856,0.1653,1,0.2937,0.8481,0.3331,0.1529,0.242,1,0.94,0,0,PI3K-Akt,0
GB-RET-PIG-1955,NRL,pig,Sus scrofa,retinal_degeneration,1,0.9829,0.1249,7,0.433,0.7654,0.3145,0.45,0.2303,3,0.84,0,0,Notch signaling,0
GB-HEA-SHE-3152,TNNT2,sheep,Ovis aries,heart_disease,10,0.9818,0.4698,3,0.0539,0.7893,0.1668,0.7089,0.297,3,0.82,0,0,FoxO signaling,0
GB-DIA-PIG-6349,GCK,pig,Sus scrofa,diabetes,9,0.9744,0.9366,25,0.9186,0.7729,0.5409,0.3674,0.479,4,0.84,1,0,Notch signaling,1
GB-SPI-PIG-0034,IL6,pig,Sus scrofa,spinal_cord_injury,Y,0.7942,0.6185,30,0.8113,0.6575,0.776,0.3639,0.4768,3,0.84,0,0,Glycolysis,1
GB-PAR-SHE-4014,DNAJC13,sheep,Ovis aries,parkinsons,18,0.8266,0.6013,7,0.7504,0.5648,0.8145,0.5855,0.7255,4,0.82,0,0,Notch signaling,1
GB-SPI-HOR-0775,GAP43,horse,Equus caballus,spinal_cord_injury,20,0.8506,0.6916,19,0.9089,0.6926,0.5932,0.817,0.2553,5,0.8,1,1,PI3K-Akt,1
GB-RET-HOR-2556,RPE65,horse,Equus caballus,retinal_degeneration,3,0.99,0.6835,17,0.9591,0.8341,0.8848,0.8077,0.5322,7,0.8,0,0,Apoptosis,1
GB-MUS-BAB-1478,LAMA2,baboon,Papio anubis,muscular_dystrophy,7,0.8957,0.6241,9,0.5056,0.7248,0.8996,0.7437,0.5248,5,0.94,0,0,Glycolysis,1
GB-DIA-HOR-7099,HNF1A,horse,Equus caballus,diabetes,6,0.8722,0.99,16,0.563,0.7195,0.6268,0.6152,0.531,3,0.8,0,0,Hedgehog,1
GB-DEA-PIG-5486,GJB2,pig,Sus scrofa,deafness,6,0.8396,0.0876,4,0.1479,0.6323,0.0874,0.6569,0.3636,0,0.84,0,0,NF-kB,0
GB-DEA-HOR-6235,MYO15A,horse,Equus caballus,deafness,3,0.9189,0.362,2,0.3008,0.7167,0.2758,0.0812,0.5636,3,0.8,0,0,PI3K-Akt,0
GB-MUS-SHE-1363,SGCB,sheep,Ovis aries,muscular_dystrophy,11,0.9116,0.3786,3,0.6102,0.7157,0.1313,0.3993,0.016,0,0.82,0,0,NF-kB,0
GB-DIA-HOR-7041,PPARG,horse,Equus caballus,diabetes,2,0.99,0.6664,53,0.7693,0.7376,0.4369,0.4856,0.2566,4,0.8,0,0,TGF-beta,1
GB-RET-HOR-2612,ABCA4,horse,Equus caballus,retinal_degeneration,4,0.8915,0.4144,2,0.4213,0.7269,0.179,0.1279,0.5965,3,0.8,0,0,Calcium signaling,0
GB-HEA-PIG-2824,MYBPC3,pig,Sus scrofa,heart_disease,7,0.99,0.1461,6,0.5607,0.8047,0.056,0.2654,0.4346,0,0.84,0,0,Oxidative phosphorylation,0
GB-RET-MOU-2041,RPGRIP1,mouse,Mus musculus,retinal_degeneration,12,0.8128,0.3406,5,0.4511,0.614,0.3796,0.5308,0.0965,3,0.85,0,0,FoxO signaling,0
GB-SPI-MOU-0241,CNTF,mouse,Mus musculus,spinal_cord_injury,10,0.867,0.1883,11,0.4953,0.6972,0.4486,0.174,0.0454,3,0.85,0,0,DNA repair,0
GB-RET-MOU-2061,CEP290,mouse,Mus musculus,retinal_degeneration,Y,0.8822,0.112,4,0.5509,0.7836,0.4515,0.2898,0.2398,2,0.85,0,0,JAK-STAT,0
GB-RET-BAB-2363,CNGA3,baboon,Papio anubis,retinal_degeneration,2,0.9111,0.7684,15,0.6849,0.711,0.918,0.5091,0.673,5,0.94,0,0,Hippo signaling,1
GB-SPI-BAB-0600,NT3,baboon,Papio anubis,spinal_cord_injury,X,0.99,0.9515,24,0.9387,0.7187,0.6038,0.5545,0.2644,7,0.94,1,1,Calcium signaling,1
GB-RET-BAB-2435,AIPL1,baboon,Papio anubis,retinal_degeneration,8,0.8956,0.1149,7,0.5513,0.7285,0.188,0.3779,0.0398,0,0.94,0,0,Autophagy,0
GB-ALS-HOR-5393,VCP,horse,Equus caballus,als,1,0.7684,0.2441,4,0.2257,0.6169,0.2504,0.2278,0.093,2,0.8,0,0,Notch signaling,0
GB-DIA-PIG-6310,NEUROD1,pig,Sus scrofa,diabetes,3,0.9004,0.9468,14,0.8124,0.7516,0.803,0.5887,0.6612,6,0.84,0,0,Glycolysis,1
GB-HEA-MOU-2888,ACTC1,mouse,Mus musculus,heart_disease,15,0.8115,0.6224,21,0.7882,0.5934,0.8998,0.6371,0.6042,4,0.85,0,0,mTOR,1
GB-DEA-HOR-6164,WHRN,horse,Equus caballus,deafness,15,0.9245,0.7231,21,0.4832,0.7429,0.9232,0.5994,0.6907,7,0.8,0,0,Hedgehog,1
GB-SPI-BAB-0646,ARG1,baboon,Papio anubis,spinal_cord_injury,10,0.99,0.1418,6,0.1102,0.7889,0.1999,0.4383,0.2009,1,0.94,0,0,cAMP signaling,0
GB-PAR-MOU-3890,PRKN,mouse,Mus musculus,parkinsons,1,0.9331,0.113,2,0.2541,0.7448,0.2462,0.2697,0.319,1,0.85,0,0,DNA repair,0
GB-HEA-HOR-3556,MYH7,horse,Equus caballus,heart_disease,7,0.7843,0.2438,2,0.1261,0.6136,0.2088,0.2695,0.374,2,0.8,0,0,MAPK signaling,0
GB-HEA-SHE-3202,RYR2,sheep,Ovis aries,heart_disease,16,0.9773,0.2039,6,0.1834,0.7349,0.2558,0.4841,0.3757,1,0.82,0,0,TGF-beta,0
GB-MUS-BAB-1528,SGCG,baboon,Papio anubis,muscular_dystrophy,7,0.9404,0.2381,3,0.5549,0.7225,0.2277,0.3461,0.0483,2,0.94,0,0,Hedgehog,0
GB-DIA-BAB-6975,HNF1A,baboon,Papio anubis,diabetes,12,0.9682,0.1108,7,0.0643,0.782,0.581,0.2134,0.1362,0,0.94,0,0,DNA repair,0
GB-MUS-SHE-1267,TRIM32,sheep,Ovis aries,muscular_dystrophy,22,0.9291,0.9489,22,0.7204,0.7359,0.9177,0.8515,0.6298,4,0.82,0,0,Hedgehog,1
GB-RET-PIG-1899,CRX,pig,Sus scrofa,retinal_degeneration,20,0.8899,0.3626,2,0.2352,0.691,0.1415,0.4589,0.0687,3,0.84,0,0,PI3K-Akt,0
GB-ALS-PIG-4658,TBK1,pig,Sus scrofa,als,X,0.8187,0.1124,5,0.1572,0.7095,0.2969,0.3896,0.6265,1,0.84,0,0,Hedgehog,0
GB-HEA-MOU-3005,TNNT2,mouse,Mus musculus,heart_disease,21,0.7911,0.2484,1,0.4422,0.6309,0.3343,0.4489,0.1363,3,0.85,0,0,Calcium signaling,0
GB-HEA-PIG-2734,MYL2,pig,Sus scrofa,heart_disease,18,0.9861,0.8457,27,0.5634,0.8063,0.7316,0.7928,0.5076,4,0.84,1,1,DNA repair,1
GB-DIA-HOR-7101,PDX1,horse,Equus caballus,diabetes,8,0.9544,0.8438,18,0.439,0.7553,0.7176,0.6411,0.8324,7,0.8,1,1,FoxO signaling,1
GB-SPI-MOU-0189,NGF,mouse,Mus musculus,spinal_cord_injury,14,0.7882,0.6925,17,0.6166,0.5816,0.8427,0.6574,0.4923,5,0.85,0,0,Oxidative phosphorylation,1
GB-RET-PIG-1806,PRPH2,pig,Sus scrofa,retinal_degeneration,14,0.9686,0.662,17,0.6296,0.796,0.7714,0.7201,0.6208,2,0.84,1,1,Glycolysis,1
GB-MUS-PIG-0975,TRIM32,pig,Sus scrofa,muscular_dystrophy,8,0.8609,0.2843,6,0.5338,0.723,0.2593,0.2243,0.108,2,0.84,0,0,Oxidative phosphorylation,0
GB-HEA-PIG-2747,KCNQ1,pig,Sus scrofa,heart_disease,11,0.9571,0.701,25,0.7907,0.7943,0.8723,0.8528,0.457,6,0.84,1,1,Oxidative phosphorylation,1
GB-RET-MOU-2047,ABCA4,mouse,Mus musculus,retinal_degeneration,18,0.8447,0.2297,3,0.4661,0.6622,0.2848,0.1074,0.1918,1,0.85,0,0,mTOR,0
GB-RET-HOR-2558,CNGA3,horse,Equus caballus,retinal_degeneration,11,0.9459,0.99,34,0.8962,0.673,0.5678,0.6302,0.7201,5,0.8,0,0,PI3K-Akt,1
GB-MUS-MOU-1082,FKTN,mouse,Mus musculus,muscular_dystrophy,17,0.9203,0.939,15,0.3152,0.7113,0.5586,0.6311,0.7905,3,0.85,0,0,Hedgehog,1
GB-SPI-SHE-0474,CNTF,sheep,Ovis aries,spinal_cord_injury,11,0.9631,0.4086,5,0.334,0.6758,0.2088,0.0141,0.1657,2,0.82,0,0,TGF-beta,0
GB-HEA-MOU-2904,LMNA,mouse,Mus musculus,heart_disease,7,0.8621,0.7872,12,0.5273,0.6705,0.6314,0.8828,0.5657,7,0.85,0,0,Autophagy,1
GB-ALS-MOU-4843,C9ORF72,mouse,Mus musculus,als,6,0.99,0.3627,6,0.1903,0.7643,0.0558,0.4401,0.0139,1,0.85,0,0,cAMP signaling,0
GB-DIA-PIG-6396,PPARG,pig,Sus scrofa,diabetes,9,0.9114,0.3254,7,0.3669,0.7209,0.2083,0.2633,0.2503,1,0.84,0,0,Oxidative phosphorylation,0
GB-PAR-SHE-4117,LRRK2,sheep,Ovis aries,parkinsons,17,0.7439,0.3407,3,0.4222,0.5496,0.2474,0.2039,0.108,0,0.82,0,0,mTOR,0
GB-HEA-BAB-3385,SCN5A,baboon,Papio anubis,heart_disease,X,0.99,0.1087,2,0.04,0.7594,0.0898,0.4173,0.1962,3,0.94,0,0,NF-kB,0
GB-ALS-PIG-4555,FUS,pig,Sus scrofa,als,22,0.8687,0.5856,21,0.7969,0.6832,0.8268,0.8936,0.3812,3,0.84,0,0,Glycolysis,1
GB-MUS-MOU-1184,DYSF,mouse,Mus musculus,muscular_dystrophy,13,0.9856,0.339,5,0.0616,0.8096,0.0557,0.5016,0.2668,2,0.85,0,0,FoxO signaling,0
GB-DIA-PIG-6420,IRS1,pig,Sus scrofa,diabetes,5,0.9483,0.3355,2,0.5376,0.7529,0.1413,0.1734,0.5905,3,0.84,0,0,Notch signaling,0
GB-ALS-BAB-5051,OPTN,baboon,Papio anubis,als,17,0.99,0.7644,21,0.6516,0.7799,0.8996,0.7408,0.5384,7,0.94,1,0,Hippo signaling,1
GB-ALS-HOR-5311,ANG,horse,Equus caballus,als,7,0.7409,0.1977,2,0.5808,0.593,0.1229,0.3749,0.2147,2,0.8,0,0,JAK-STAT,0
GB-RET-BAB-2433,PRPH2,baboon,Papio anubis,retinal_degeneration,12,0.9669,0.3825,5,0.3685,0.7487,0.076,0.2606,0.4396,2,0.94,0,0,Glycolysis,0
GB-DIA-BAB-6949,PAX4,baboon,Papio anubis,diabetes,6,0.8836,0.1606,2,0.1471,0.7118,0.1428,0.0243,0.1455,2,0.94,0,0,JAK-STAT,0
GB-DEA-MOU-5611,TRIOBP,mouse,Mus musculus,deafness,11,0.9579,0.8819,18,0.6253,0.7273,0.4169,0.5364,0.7803,2,0.85,0,0,Glycolysis,1
GB-RET-BAB-2391,RDH12,baboon,Papio anubis,retinal_degeneration,3,0.8867,0.7496,16,0.8174,0.6594,0.529,0.5451,0.802,2,0.94,0,0,cAMP signaling,1
GB-SPI-HOR-0769,CNTF,horse,Equus caballus,spinal_cord_injury,8,0.7301,0.8206,19,0.8605,0.5217,0.5724,0.8019,0.3265,5,0.8,0,0,Calcium signaling,1
GB-MUS-HOR-1685,TRIM32,horse,Equus caballus,muscular_dystrophy,16,0.8618,0.8583,14,0.6708,0.6814,0.5215,0.3465,0.6909,4,0.8,1,0,Calcium signaling,1
GB-SPI-PIG-0130,NT3,pig,Sus scrofa,spinal_cord_injury,Y,0.746,0.1291,2,0.1084,0.588,0.2891,0.3489,0.3548,2,0.84,0,0,Apoptosis,0
GB-HEA-MOU-2919,RYR2,mouse,Mus musculus,heart_disease,16,0.8207,0.7491,25,0.6067,0.719,0.8431,0.6219,0.3094,5,0.85,0,0,Hippo signaling,1
GB-HEA-SHE-3171,MYBPC3,sheep,Ovis aries,heart_disease,10,0.99,0.1814,2,0.4022,0.8083,0.0718,0.1369,0.03,0,0.82,0,0,PI3K-Akt,0
GB-HEA-HOR-3444,PLN,horse,Equus caballus,heart_disease,X,0.7414,0.6846,34,0.5713,0.6027,0.7302,0.7393,0.1587,4,0.8,0,0,Wnt signaling,1
GB-DEA-HOR-6231,STRC,horse,Equus caballus,deafness,3,0.8472,0.1749,3,0.082,0.7078,0.3488,0.3068,0.2236,2,0.8,0,0,mTOR,0
GB-DEA-PIG-5578,MYO15A,pig,Sus scrofa,deafness,9,0.8212,0.1177,1,0.1385,0.6466,0.3458,0.5063,0.0244,3,0.84,0,0,PI3K-Akt,0
GB-PAR-HOR-4426,PINK1,horse,Equus caballus,parkinsons,X,0.7941,0.0977,2,0.3317,0.6388,0.0476,0.0922,0.1776,2,0.8,0,0,FoxO signaling,0
GB-ALS-HOR-5334,DCTN1,horse,Equus caballus,als,6,0.7188,0.1724,4,0.2381,0.5808,0.0416,0.3578,0.2249,0,0.8,0,0,TGF-beta,0
GB-SPI-SHE-0466,LINGO1,sheep,Ovis aries,spinal_cord_injury,19,0.8993,0.4363,1,0.1999,0.742,0.2275,0.4652,0.5993,2,0.82,0,0,Oxidative phosphorylation,0
GB-DEA-HOR-6265,GJB6,horse,Equus caballus,deafness,19,0.8808,0.1297,1,0.2919,0.7433,0.0274,0.372,0.1565,1,0.8,0,0,Autophagy,0
GB-DEA-MOU-5734,GJB6,mouse,Mus musculus,deafness,17,0.9257,0.1935,1,0.3786,0.7857,0.7191,0.5419,0.219,0,0.85,0,0,Glycolysis,0
GB-HEA-SHE-3092,TNNI3,sheep,Ovis aries,heart_disease,13,0.9442,0.719,18,0.9202,0.7405,0.81,0.8301,0.6717,6,0.82,0,0,TGF-beta,1
GB-PAR-PIG-3772,HTRA2,pig,Sus scrofa,parkinsons,22,0.8541,0.096,2,0.5781,0.6819,0.343,0.6343,0.1712,2,0.84,0,0,cAMP signaling,0
GB-ALS-BAB-5191,SETX,baboon,Papio anubis,als,X,0.9846,0.194,3,0.257,0.7943,0.4174,0.1841,0.3436,0,0.94,0,0,DNA repair,0
GB-ALS-HOR-5226,SOD1,horse,Equus caballus,als,6,0.8192,0.5976,24,0.5175,0.6633,0.5327,0.5404,0.5006,7,0.8,0,0,Wnt signaling,1
GB-ALS-HOR-5390,DCTN1,horse,Equus caballus,als,2,0.7274,0.1734,4,0.7182,0.5959,0.1518,0.1434,0.1116,1,0.8,0,0,cAMP signaling,0
